trip_id,trip_year,trip_month,trip_date,season,boat_type,boat_name,engine_hp,fuel_type,crew_size,ice_capacity_kg,water_capacity_L,avg_speed_knots,avg_speed_kmh,trip_days,trip_duration_category,port_name,region,departure_lat,departure_lon,fishing_lat,fishing_lon,distance_km,wind_kph,wave_height_m,weather_factor,total_hours,fuel_per_hour,fuel_per_km,fuel_liters,ice_kg,water_liters,fuel_price_per_liter,fuel_cost_lkr,ice_cost_lkr,water_cost_lkr,total_base_cost_lkr,fuel_cost_share,ice_cost_share,water_cost_share,ice_per_crew_day,water_per_crew_day,is_multi_day,has_engine,is_deep_sea
10072,2024,6,2024-06-27,Southwest_Monsoon,OBFR,Outboard Fiberglass,54,petrol,3,500,200,20.0,37.04,2,Multi_Day,Colombo,Western,6.9271,79.8612,6.8487,79.813,10.21,15.2,1.57,1.1,14.1,9.01,12.45,127.1,30.07,19.57,355.0,45120.5,360.84,97.85,45579.19,0.99,0.008,0.002,5.01,3.26,1,1,0
14751,2024,5,2024-05-11,Southwest_Monsoon,OBFR,Outboard Fiberglass,30,petrol,6,500,200,20.0,37.04,1,Single_Day,Colombo,Western,6.9271,79.8612,7.0386,79.8909,12.82,8.3,2.42,0.97,9.4,4.05,2.97,38.07,33.07,18.67,368.0,14009.76,396.84,93.35,14499.95,0.966,0.027,0.006,5.51,3.11,0,1,0
7324,2023,9,2023-09-23,Southwest_Monsoon,MDBT,Motorized Day Boat,66,diesel,8,2000,1000,13.0,24.076,4,Multi_Day,Beruwala,Western,6.0535,80.2209,6.0908,80.3802,18.1,15.2,2.24,1.06,27.8,6.69,10.28,186.08,237.87,420.53,341.0,63453.28,2854.44,0.0,66307.72,0.957,0.043,0.0,7.43,13.14,1,1,0
8632,2023,12,2023-12-07,Northeast_Monsoon,OBFR,Outboard Fiberglass,72,petrol,6,500,200,20.0,37.04,2,Multi_Day,Trincomalee,Eastern,8.55,81.233,9.0644,81.4194,60.76,24.3,1.55,1.24,17.7,12.97,3.78,229.54,57.58,40.63,346.0,79420.84,690.96,203.15,80314.95,0.989,0.009,0.003,4.8,3.39,1,1,0
14108,2024,6,2024-06-14,Southwest_Monsoon,TKBO,Traditional Kerosene Boat,29,kerosene,2,300,100,8.0,14.816,1,Single_Day,Negombo,Western,7.209,79.835,7.0638,79.7177,20.69,21.2,1.3,1.16,12.1,6.93,4.05,83.84,21.87,11.32,202.0,16935.68,262.44,56.6,17254.72,0.982,0.015,0.003,10.94,5.66,0,1,0
1297,2022,11,2022-11-25,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,24,kerosene,3,300,100,8.0,14.816,1,Single_Day,Kalpitiya,North Western,8.556,79.8,8.5439,79.6956,11.56,27.1,1.42,1.25,9.1,6.57,5.18,59.83,21.63,11.29,365.0,21837.95,259.56,56.45,22153.96,0.986,0.012,0.003,7.21,3.76,0,1,0
10366,2024,3,2024-03-14,Northeast_Monsoon,OBFR,Outboard Fiberglass,28,petrol,6,500,200,20.0,37.04,2,Multi_Day,Galle,Southern,6.1241,81.1185,6.0571,81.2274,14.16,14.5,0.77,1.15,16.9,4.93,5.88,83.24,64.39,36.13,371.0,30882.04,772.68,180.65,31835.37,0.97,0.024,0.006,5.37,3.01,1,1,0
13248,2024,5,2024-05-28,Southwest_Monsoon,TKBO,Traditional Kerosene Boat,11,kerosene,4,300,100,8.0,14.816,1,Single_Day,Negombo,Western,7.209,79.835,7.343,79.7436,17.99,28.3,0.96,1.2,10.4,3.12,1.8,32.4,20.84,12.54,215.0,6966.0,250.08,62.7,7278.78,0.957,0.034,0.009,5.21,3.13,0,1,0
200,2022,12,2022-12-22,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,29,kerosene,2,300,100,8.0,14.816,1,Single_Day,Negombo,Western,7.209,79.835,7.4182,79.7858,23.88,14.9,1.98,1.07,10.3,6.51,2.81,67.01,18.53,11.07,365.0,24458.65,222.36,55.35,24736.36,0.989,0.009,0.002,9.27,5.54,0,1,0
1456,2022,9,2022-09-05,Southwest_Monsoon,IMUL,Industrial Multi-day,203,diesel,12,10000,30000,10.0,18.52,14,Multi_Day,Hambantota,Southern,5.9549,80.5549,5.9,79.5,362.77,21.2,1.81,1.19,156.8,19.32,8.35,3029.83,1978.86,2610.08,430.0,1302826.9,23746.32,0.0,1326573.22,0.982,0.018,0.0,11.78,15.54,1,1,1
10559,2024,2,2024-02-20,Northeast_Monsoon,IMUL,Industrial Multi-day,215,diesel,15,10000,30000,10.0,18.52,44,Multi_Day,Trincomalee,Eastern,8.55,81.233,5.9,81.9,763.6,27.7,2.06,1.26,389.0,22.34,11.38,8689.08,8783.11,8749.38,363.0,3154136.04,105397.32,0.0,3259533.36,0.968,0.032,0.0,13.31,13.26,1,1,1
9800,2023,1,2023-01-18,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,16,kerosene,2,300,100,8.0,14.816,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.6778,80.2042,21.32,14.7,1.73,1.1,12.8,3.71,2.23,47.47,20.32,8.85,355.0,16851.85,243.84,44.25,17139.94,0.983,0.014,0.003,10.16,4.42,0,1,0
8453,2023,1,2023-01-19,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,21,kerosene,4,300,100,8.0,14.816,1,Single_Day,Kalpitiya,North Western,8.556,79.8,8.456,79.9159,16.91,23.2,1.1,1.25,10.5,6.2,3.85,65.15,20.85,13.74,355.0,23128.25,250.2,68.7,23447.15,0.986,0.011,0.003,5.21,3.44,0,1,0
9651,2023,10,2023-10-11,Southwest_Monsoon,OBFR,Outboard Fiberglass,90,petrol,5,500,200,20.0,37.04,2,Multi_Day,Beruwala,Western,6.0535,80.2209,5.9,79.6119,87.38,8.7,1.21,0.92,17.5,11.79,2.36,206.3,55.05,31.02,365.0,75299.5,660.6,155.1,76115.2,0.989,0.009,0.002,5.5,3.1,1,1,0
8892,2023,8,2023-08-01,Southwest_Monsoon,NMTR,Non-motorized Traditional,0,none,1,50,30,3.0,5.556,1,Single_Day,Trincomalee,Eastern,8.55,81.233,8.6035,81.2354,5.96,11.8,0.42,1.03,10.7,0.0,0.0,0.0,19.24,8.96,0.0,0.0,230.88,44.8,275.68,0.0,0.837,0.163,19.24,8.96,0,0,0
18544,2025,11,2025-11-21,Northeast_Monsoon,OBFR,Outboard Fiberglass,73,petrol,5,500,200,20.0,37.04,2,Multi_Day,Hambantota,Southern,5.9549,80.5549,6.1819,80.4464,27.94,5.2,0.98,0.96,18.9,10.39,7.02,196.29,51.67,25.53,294.0,57709.26,620.04,127.65,58456.95,0.987,0.011,0.002,5.17,2.55,1,1,0
10263,2024,1,2024-01-20,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,29,kerosene,3,300,100,8.0,14.816,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.4326,80.0416,25.68,16.9,1.03,1.07,10.0,6.76,2.63,67.65,20.86,11.24,236.0,15965.4,250.32,56.2,16271.92,0.981,0.015,0.003,6.95,3.75,0,1,0
1202,2022,9,2022-09-22,Southwest_Monsoon,NMTR,Non-motorized Traditional,0,none,1,50,30,3.0,5.556,1,Single_Day,Galle,Southern,6.1241,81.1185,6.1078,81.1538,4.3,23.0,1.27,1.27,11.2,0.0,0.0,0.0,20.4,9.06,0.0,0.0,244.8,45.3,290.1,0.0,0.844,0.156,20.4,9.06,0,0,0
15967,2025,2,2025-02-17,Northeast_Monsoon,OBFR,Outboard Fiberglass,50,petrol,4,500,200,20.0,37.04,2,Multi_Day,Trincomalee,Eastern,8.55,81.233,8.0529,81.2554,55.33,21.9,0.65,1.18,17.5,8.23,2.6,144.06,40.09,20.69,309.0,44514.54,481.08,103.45,45099.07,0.987,0.011,0.002,5.01,2.59,1,1,0
3643,2022,12,2022-12-13,Northeast_Monsoon,OBFR,Outboard Fiberglass,50,petrol,6,500,200,20.0,37.04,1,Single_Day,Beruwala,Western,6.0535,80.2209,5.9,79.7644,53.81,6.9,2.08,0.94,9.6,6.65,1.19,63.83,29.24,15.96,370.0,23617.1,350.88,79.8,24047.78,0.982,0.015,0.003,4.87,2.66,0,1,0
10990,2024,10,2024-10-27,Southwest_Monsoon,OBFR,Outboard Fiberglass,70,petrol,4,500,200,20.0,37.04,2,Multi_Day,Galle,Southern,6.1241,81.1185,6.1339,80.9902,14.22,12.4,1.97,1.13,20.3,11.23,16.03,227.97,38.63,23.45,311.0,70898.67,463.56,117.25,71479.48,0.992,0.006,0.002,4.83,2.93,1,1,0
10723,2024,2,2024-02-09,Northeast_Monsoon,OBFR,Outboard Fiberglass,80,petrol,5,500,200,20.0,37.04,2,Multi_Day,Beruwala,Western,6.0535,80.2209,5.9,79.762,54.2,10.1,1.99,1.02,16.5,12.32,3.75,203.27,47.52,26.47,371.0,75413.17,570.24,132.35,76115.76,0.991,0.007,0.002,4.75,2.65,1,1,0
10356,2024,1,2024-01-27,Northeast_Monsoon,MDBT,Motorized Day Boat,84,diesel,10,2000,1000,13.0,24.076,3,Multi_Day,Hambantota,Southern,5.9549,80.5549,5.9,81.4086,142.08,7.0,0.9,0.99,36.2,7.7,1.96,278.68,223.74,507.71,358.0,99767.44,2684.88,0.0,102452.32,0.974,0.026,0.0,7.46,16.92,1,1,1
3128,2022,7,2022-07-26,Southwest_Monsoon,OBFR,Outboard Fiberglass,77,petrol,6,500,200,20.0,37.04,1,Single_Day,Negombo,Western,7.209,79.835,8.0152,79.8637,89.7,25.5,0.7,1.23,11.8,14.23,1.87,167.96,32.12,16.21,450.0,75582.0,385.44,81.05,76048.49,0.994,0.005,0.001,5.35,2.7,0,1,0
4351,2022,4,2022-04-06,Northeast_Monsoon,MDBT,Motorized Day Boat,130,diesel,9,2000,1000,13.0,24.076,1,Single_Day,Colombo,Western,6.9271,79.8612,7.1988,79.9755,32.74,14.4,1.74,1.12,10.7,12.37,4.04,132.38,68.97,122.29,176.0,23298.88,827.64,611.45,24737.97,0.942,0.033,0.025,7.66,13.59,0,1,0
19402,2025,4,2025-04-12,Northeast_Monsoon,IMUL,Industrial Multi-day,405,diesel,17,10000,30000,10.0,18.52,28,Multi_Day,Negombo,Western,7.209,79.835,9.8,79.5,505.83,23.6,2.18,1.25,228.9,42.29,19.14,9680.85,5752.43,6084.14,286.0,2768723.1,69029.16,0.0,2837752.26,0.976,0.024,0.0,12.08,12.78,1,1,1
15878,2025,11,2025-11-06,Northeast_Monsoon,OBFR,Outboard Fiberglass,36,petrol,6,500,200,20.0,37.04,1,Single_Day,Negombo,Western,7.209,79.835,6.5333,79.5,92.05,8.5,1.27,0.93,14.4,4.62,0.72,66.59,31.11,20.05,294.0,19577.46,373.32,100.25,20051.03,0.976,0.019,0.005,5.18,3.34,0,1,0
3011,2022,6,2022-06-25,Southwest_Monsoon,OBFR,Outboard Fiberglass,65,petrol,3,500,200,20.0,37.04,1,Single_Day,Negombo,Western,7.209,79.835,7.2544,79.8977,8.56,18.6,1.3,1.12,9.2,11.58,12.44,106.55,20.92,11.36,420.0,44751.0,251.04,56.8,45058.84,0.993,0.006,0.001,6.97,3.79,0,1,0
5090,2023,9,2023-09-24,Southwest_Monsoon,OBFR,Outboard Fiberglass,48,petrol,6,500,200,20.0,37.04,1,Single_Day,Trincomalee,Eastern,8.55,81.233,8.1316,81.7522,73.67,10.6,1.56,1.15,12.9,8.67,1.52,111.86,30.16,16.48,361.0,40381.46,361.92,82.4,40825.78,0.989,0.009,0.002,5.03,2.75,0,1,0
17107,2025,2,2025-02-06,Northeast_Monsoon,OBFR,Outboard Fiberglass,52,petrol,3,500,200,20.0,37.04,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.641,79.8148,21.57,25.8,1.21,1.17,9.5,8.68,3.83,82.5,18.7,8.94,309.0,25492.5,224.4,44.7,25761.6,0.99,0.009,0.002,6.23,2.98,0,1,0
2621,2022,12,2022-12-10,Northeast_Monsoon,MDBT,Motorized Day Boat,140,diesel,10,2000,1000,13.0,24.076,3,Multi_Day,Negombo,Western,7.209,79.835,7.2819,80.1047,30.83,25.5,1.31,1.29,26.3,17.75,15.14,466.92,220.64,451.0,420.0,196106.4,2647.68,0.0,198754.08,0.987,0.013,0.0,7.35,15.03,1,1,0
1534,2022,8,2022-08-26,Southwest_Monsoon,TKBO,Traditional Kerosene Boat,28,kerosene,2,300,100,8.0,14.816,1,Single_Day,Colombo,Western,6.9271,79.8612,6.9204,79.7151,16.15,13.8,1.03,1.05,8.3,6.3,3.24,52.25,19.18,11.1,340.0,17765.0,230.16,55.5,18050.66,0.984,0.013,0.003,9.59,5.55,0,1,0
18178,2025,2,2025-02-16,Northeast_Monsoon,MDBT,Motorized Day Boat,86,diesel,8,2000,1000,13.0,24.076,4,Multi_Day,Galle,Southern,6.1241,81.1185,6.431,80.8942,42.18,15.9,1.11,1.12,43.4,10.39,10.69,451.06,213.91,507.82,286.0,129003.16,2566.92,0.0,131570.08,0.98,0.02,0.0,6.68,15.87,1,1,0
3836,2022,1,2022-01-17,Northeast_Monsoon,OBFR,Outboard Fiberglass,28,petrol,3,500,200,20.0,37.04,1,Single_Day,Kalpitiya,North Western,8.556,79.8,8.4499,79.8995,16.09,6.4,2.01,0.97,8.5,4.21,2.22,35.77,20.49,10.81,177.0,6331.29,245.88,54.05,6631.22,0.955,0.037,0.008,6.83,3.6,0,1,0
17766,2025,4,2025-04-09,Northeast_Monsoon,OBFR,Outboard Fiberglass,74,petrol,5,500,200,20.0,37.04,1,Single_Day,Colombo,Western,6.9271,79.8612,6.7664,79.6395,30.31,27.3,0.6,1.21,10.5,13.76,4.77,144.53,27.19,14.39,299.0,43214.47,326.28,71.95,43612.7,0.991,0.007,0.002,5.44,2.88,0,1,0
11520,2024,2,2024-02-07,Northeast_Monsoon,IMUL,Industrial Multi-day,419,diesel,13,10000,30000,10.0,18.52,33,Multi_Day,Colombo,Western,6.9271,79.8612,9.0306,79.5,467.21,5.7,0.4,1.0,289.5,31.16,19.31,9020.32,5437.1,6329.93,363.0,3274376.16,65245.2,0.0,3339621.36,0.98,0.02,0.0,12.67,14.76,1,1,1
16080,2025,11,2025-11-03,Northeast_Monsoon,MDBT,Motorized Day Boat,71,diesel,8,2000,1000,13.0,24.076,3,Multi_Day,Kalpitiya,North Western,8.556,79.8,9.4668,80.5086,127.72,15.2,0.69,1.15,38.9,8.37,2.55,325.42,194.09,341.54,277.0,90141.34,2329.08,0.0,92470.42,0.975,0.025,0.0,8.09,14.23,1,1,1
15859,2025,6,2025-06-15,Southwest_Monsoon,OBFR,Outboard Fiberglass,37,petrol,6,500,200,20.0,37.04,2,Multi_Day,Negombo,Western,7.209,79.835,7.7812,79.7822,63.89,6.8,1.38,0.92,17.5,5.16,1.41,90.23,63.9,39.19,293.0,26437.39,766.8,195.95,27400.14,0.965,0.028,0.007,5.33,3.27,1,1,0
8550,2023,6,2023-06-28,Southwest_Monsoon,MDBT,Motorized Day Boat,74,diesel,7,2000,1000,13.0,24.076,4,Multi_Day,Galle,Southern,6.1241,81.1185,6.0805,80.0339,120.02,24.1,0.53,1.23,47.3,8.92,3.52,422.04,228.6,450.79,310.0,130832.4,2743.2,0.0,133575.6,0.979,0.021,0.0,8.16,16.1,1,1,1
15662,2025,6,2025-06-12,Southwest_Monsoon,OBFR,Outboard Fiberglass,71,petrol,4,500,200,20.0,37.04,2,Multi_Day,Trincomalee,Eastern,8.55,81.233,8.325,81.47,36.13,5.5,2.14,0.99,16.9,10.73,5.02,181.27,40.44,21.97,293.0,53112.11,485.28,109.85,53707.24,0.989,0.009,0.002,5.05,2.75,1,1,0
5129,2023,6,2023-06-05,Southwest_Monsoon,OBFR,Outboard Fiberglass,43,petrol,4,500,200,20.0,37.04,1,Single_Day,Colombo,Western,6.9271,79.8612,7.2582,80.1093,45.88,8.6,1.34,0.93,12.2,5.92,1.57,72.25,19.43,11.92,318.0,22975.5,233.16,59.6,23268.26,0.987,0.01,0.003,4.86,2.98,0,1,0
14008,2024,12,2024-12-28,Northeast_Monsoon,MDBT,Motorized Day Boat,67,diesel,6,2000,1000,13.0,24.076,1,Single_Day,Galle,Southern,6.1241,81.1185,6.7666,80.5602,94.39,9.5,1.41,1.0,17.0,6.28,1.13,106.75,48.56,86.85,286.0,30530.5,582.72,434.25,31547.47,0.968,0.018,0.014,8.09,14.47,0,1,0
3352,2022,3,2022-03-08,Northeast_Monsoon,IMUL,Industrial Multi-day,265,diesel,12,10000,30000,10.0,18.52,23,Multi_Day,Kalpitiya,North Western,8.556,79.8,9.8,79.5,469.55,10.4,2.5,1.06,245.8,21.31,11.16,5238.03,3650.5,3877.16,121.0,633801.63,43806.0,0.0,677607.63,0.935,0.065,0.0,13.23,14.05,1,1,1
13454,2024,8,2024-08-04,Southwest_Monsoon,OBFR,Outboard Fiberglass,59,petrol,4,500,200,20.0,37.04,2,Multi_Day,Kalpitiya,North Western,8.556,79.8,8.3289,80.462,77.07,28.0,1.37,1.22,22.8,10.85,3.21,247.39,39.54,20.56,344.0,85102.16,474.48,102.8,85679.44,0.993,0.006,0.001,4.94,2.57,1,1,0
13758,2024,7,2024-07-09,Southwest_Monsoon,OBFR,Outboard Fiberglass,48,petrol,3,500,200,20.0,37.04,2,Multi_Day,Beruwala,Western,6.0535,80.2209,5.9,80.025,34.48,29.4,2.22,1.16,17.4,7.73,3.9,134.49,30.74,15.51,344.0,46264.56,368.88,77.55,46710.99,0.99,0.008,0.002,5.12,2.58,1,1,0
4903,2022,3,2022-03-01,Northeast_Monsoon,IMUL,Industrial Multi-day,352,diesel,17,10000,30000,10.0,18.52,29,Multi_Day,Colombo,Western,6.9271,79.8612,8.5486,79.5,269.43,25.3,2.29,1.26,231.5,37.27,32.03,8628.55,5776.34,8076.1,121.0,1044054.55,69316.08,0.0,1113370.63,0.938,0.062,0.0,11.72,16.38,1,1,1
2930,2022,4,2022-04-21,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,30,kerosene,3,300,100,8.0,14.816,1,Single_Day,Kalpitiya,North Western,8.556,79.8,8.6322,79.7542,9.86,12.4,0.62,1.13,9.0,7.29,6.66,65.65,18.87,11.02,87.0,5711.55,226.44,55.1,5993.09,0.953,0.038,0.009,6.29,3.67,0,1,0
1087,2022,1,2022-01-20,Northeast_Monsoon,IMUL,Industrial Multi-day,466,diesel,19,10000,30000,10.0,18.52,38,Multi_Day,Trincomalee,Eastern,8.55,81.233,9.8,80.8725,522.37,27.4,0.72,1.2,377.7,41.72,30.16,15756.36,9010.87,12180.01,121.0,1906519.56,108130.44,0.0,2014650.0,0.946,0.054,0.0,12.48,16.87,1,1,1
15244,2025,8,2025-08-28,Southwest_Monsoon,IMUL,Industrial Multi-day,223,diesel,14,10000,30000,10.0,18.52,33,Multi_Day,Trincomalee,Eastern,8.55,81.233,7.0403,81.9,291.39,7.2,2.39,1.0,334.2,17.72,20.33,5922.85,5511.71,5966.45,289.0,1711703.65,66140.52,0.0,1777844.17,0.963,0.037,0.0,11.93,12.91,1,1,1
12088,2024,10,2024-10-01,Southwest_Monsoon,MDBT,Motorized Day Boat,127,diesel,9,2000,1000,13.0,24.076,3,Multi_Day,Kalpitiya,North Western,8.556,79.8,7.7682,80.3422,105.99,27.2,0.98,1.21,30.0,15.38,4.35,461.53,216.62,428.68,283.0,130612.99,2599.44,0.0,133212.43,0.98,0.02,0.0,8.02,15.88,1,1,1
4884,2022,8,2022-08-21,Southwest_Monsoon,OBFR,Outboard Fiberglass,34,petrol,6,500,200,20.0,37.04,2,Multi_Day,Negombo,Western,7.209,79.835,7.0659,79.827,15.93,20.9,0.65,1.26,17.5,5.99,6.58,104.91,65.03,31.99,450.0,47209.5,780.36,159.95,48149.81,0.98,0.016,0.003,5.42,2.67,1,1,0
14633,2024,11,2024-11-26,Northeast_Monsoon,OBFR,Outboard Fiberglass,80,petrol,6,500,200,20.0,37.04,1,Single_Day,Galle,Southern,6.1241,81.1185,5.9,81.2846,55.84,21.7,1.22,1.16,10.5,13.14,2.47,137.95,31.23,15.83,311.0,42902.45,374.76,79.15,43356.36,0.99,0.009,0.002,5.21,2.64,0,1,0
7947,2023,9,2023-09-04,Southwest_Monsoon,IMUL,Industrial Multi-day,284,diesel,12,10000,30000,10.0,18.52,44,Multi_Day,Beruwala,Western,6.0535,80.2209,5.9,81.9,720.48,24.8,1.83,1.23,487.6,28.76,19.47,14024.95,8033.08,7658.93,341.0,4782507.95,96396.96,0.0,4878904.91,0.98,0.02,0.0,15.21,14.51,1,1,1
16823,2025,10,2025-10-10,Southwest_Monsoon,OBFR,Outboard Fiberglass,73,petrol,4,500,200,20.0,37.04,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.2129,79.5861,68.22,8.5,2.32,0.92,9.9,10.51,1.52,104.01,20.25,10.67,299.0,31098.99,243.0,53.35,31395.34,0.991,0.008,0.002,5.06,2.67,0,1,0
15819,2025,9,2025-09-03,Southwest_Monsoon,OBFR,Outboard Fiberglass,88,petrol,6,500,200,20.0,37.04,2,Multi_Day,Kalpitiya,North Western,8.556,79.8,8.959,79.5,90.34,9.1,1.87,0.99,17.9,12.9,2.56,230.92,59.7,39.83,299.0,69045.08,716.4,199.15,69960.63,0.987,0.01,0.003,4.98,3.32,1,1,0
5391,2023,5,2023-05-06,Southwest_Monsoon,IMUL,Industrial Multi-day,300,diesel,20,10000,30000,10.0,18.52,28,Multi_Day,Trincomalee,Eastern,8.55,81.233,9.282,79.5,575.9,25.6,2.15,1.24,247.6,31.73,13.64,7856.55,8040.4,7537.31,310.0,2435530.5,96484.8,0.0,2532015.3,0.962,0.038,0.0,14.36,13.46,1,1,1
7245,2023,1,2023-01-22,Northeast_Monsoon,MDBT,Motorized Day Boat,117,diesel,6,2000,1000,13.0,24.076,3,Multi_Day,Negombo,Western,7.209,79.835,6.8317,80.3628,71.78,9.1,2.16,0.9,28.9,9.86,3.97,285.07,124.7,259.43,405.0,115453.35,1496.4,0.0,116949.75,0.987,0.013,0.0,6.93,14.41,1,1,0
15682,2025,1,2025-01-17,Northeast_Monsoon,MDBT,Motorized Day Boat,142,diesel,7,2000,1000,13.0,24.076,4,Multi_Day,Galle,Southern,6.1241,81.1185,7.1608,81.9,148.67,10.4,0.66,1.11,47.7,16.25,5.21,775.0,229.7,413.48,286.0,221650.0,2756.4,0.0,224406.4,0.988,0.012,0.0,8.2,14.77,1,1,1
6279,2023,2,2023-02-15,Northeast_Monsoon,MDBT,Motorized Day Boat,104,diesel,9,2000,1000,13.0,24.076,3,Multi_Day,Negombo,Western,7.209,79.835,7.5352,79.8844,36.67,24.8,1.35,1.16,21.9,11.08,6.61,242.57,202.25,425.09,405.0,98240.85,2427.0,0.0,100667.85,0.976,0.024,0.0,7.49,15.74,1,1,0
5194,2023,3,2023-03-13,Northeast_Monsoon,OBFR,Outboard Fiberglass,50,petrol,5,500,200,20.0,37.04,2,Multi_Day,Hambantota,Southern,5.9549,80.5549,5.9,80.8806,71.28,19.9,0.31,1.04,16.2,7.57,1.72,122.65,48.24,26.13,400.0,49060.0,578.88,130.65,49769.53,0.986,0.012,0.003,4.82,2.61,1,1,0
14222,2024,4,2024-04-15,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,25,kerosene,2,300,100,8.0,14.816,1,Single_Day,Trincomalee,Eastern,8.55,81.233,8.8597,81.3275,35.97,21.8,1.8,1.15,14.7,6.3,2.57,92.6,18.1,9.33,245.0,22687.0,217.2,46.65,22950.85,0.989,0.009,0.002,9.05,4.67,0,1,0
17121,2025,12,2025-12-27,Northeast_Monsoon,OBFR,Outboard Fiberglass,84,petrol,4,500,200,20.0,37.04,2,Multi_Day,Beruwala,Western,6.0535,80.2209,6.2551,80.3977,29.74,21.1,2.2,1.19,13.8,14.69,6.81,202.68,42.05,24.22,294.0,59587.92,504.6,121.1,60213.62,0.99,0.008,0.002,5.26,3.03,1,1,0
19672,2025,6,2025-06-28,Southwest_Monsoon,MDBT,Motorized Day Boat,133,diesel,8,2000,1000,13.0,24.076,3,Multi_Day,Negombo,Western,7.209,79.835,7.7676,79.5755,68.39,16.4,0.71,1.01,24.9,12.46,4.54,310.25,177.84,383.87,274.0,85008.5,2134.08,0.0,87142.58,0.976,0.024,0.0,7.41,15.99,1,1,0
17185,2025,1,2025-01-06,Northeast_Monsoon,MDBT,Motorized Day Boat,117,diesel,10,2000,1000,13.0,24.076,4,Multi_Day,Kankesanthurai,Northern,9.6615,80.0104,9.8,79.5,114.09,20.1,0.61,1.18,47.2,14.95,6.18,705.46,313.29,511.23,286.0,201761.56,3759.48,0.0,205521.04,0.982,0.018,0.0,7.83,12.78,1,1,1
1729,2022,3,2022-03-02,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,19,kerosene,4,300,100,8.0,14.816,1,Single_Day,Galle,Southern,6.1241,81.1185,6.0117,81.1989,15.33,23.7,2.27,1.28,8.7,5.33,3.02,46.37,19.91,13.44,87.0,4034.19,238.92,67.2,4340.31,0.929,0.055,0.015,4.98,3.36,0,1,0
19914,2025,7,2025-07-08,Southwest_Monsoon,OBFR,Outboard Fiberglass,78,petrol,6,500,200,20.0,37.04,2,Multi_Day,Hambantota,Southern,5.9549,80.5549,6.72,80.4138,86.5,20.7,2.11,1.3,23.2,16.39,4.4,380.23,65.82,40.39,305.0,115970.15,789.84,201.95,116961.94,0.992,0.007,0.002,5.48,3.37,1,1,0
19841,2025,12,2025-12-19,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,12,kerosene,3,300,100,8.0,14.816,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.7328,80.1108,13.57,21.4,2.09,1.16,9.8,3.17,2.29,31.07,18.9,11.37,180.0,5592.6,226.8,56.85,5876.25,0.952,0.039,0.01,6.3,3.79,0,1,0
13336,2024,5,2024-05-15,Southwest_Monsoon,IMUL,Industrial Multi-day,466,diesel,14,10000,30000,10.0,18.52,17,Multi_Day,Trincomalee,Eastern,8.55,81.233,9.8,79.5,270.42,11.6,1.57,1.12,152.3,42.88,24.15,6531.26,2813.55,4053.93,333.0,2174909.58,33762.6,0.0,2208672.18,0.985,0.015,0.0,11.82,17.03,1,1,1
3310,2022,6,2022-06-04,Southwest_Monsoon,MDBT,Motorized Day Boat,60,diesel,8,2000,1000,13.0,24.076,5,Multi_Day,Trincomalee,Eastern,8.55,81.233,8.2454,81.7448,65.7,27.7,0.88,1.21,37.2,7.18,4.07,267.11,297.79,521.53,400.0,106844.0,3573.48,0.0,110417.48,0.968,0.032,0.0,7.44,13.04,1,1,0
12571,2024,5,2024-05-28,Southwest_Monsoon,MDBT,Motorized Day Boat,68,diesel,8,2000,1000,13.0,24.076,1,Single_Day,Negombo,Western,7.209,79.835,6.238,79.5,128.61,25.4,1.08,1.16,19.9,7.09,1.1,141.0,65.15,118.8,333.0,46953.0,781.8,594.0,48328.8,0.972,0.016,0.012,8.14,14.85,0,1,1
3415,2022,6,2022-06-22,Southwest_Monsoon,OBFR,Outboard Fiberglass,73,petrol,3,500,200,20.0,37.04,2,Multi_Day,Colombo,Western,6.9271,79.8612,7.1857,80.1058,39.44,8.1,1.09,0.95,18.9,10.08,4.83,190.42,32.5,18.11,420.0,79976.4,390.0,90.55,80456.95,0.994,0.005,0.001,5.42,3.02,1,1,0
5861,2023,7,2023-07-01,Southwest_Monsoon,IMUL,Industrial Multi-day,388,diesel,13,10000,30000,10.0,18.52,40,Multi_Day,Negombo,Western,7.209,79.835,9.8,80.8618,783.87,15.4,0.77,1.11,406.0,33.59,17.4,13636.85,6883.33,8890.98,308.0,4200149.8,82599.96,0.0,4282749.76,0.981,0.019,0.0,13.24,17.1,1,1,1
