boat_type_MDBT,boat_type_NMTR,boat_type_OBFR,boat_type_TKBO,engine_hp,fuel_type_kerosene,fuel_type_none,fuel_type_petrol,crew_size,ice_capacity_kg,water_capacity_L,avg_speed_kmh,trip_days,trip_month,distance_km,wind_kph,wave_height_m,total_hours,region_North Western,region_Northern,region_Southern,region_Western,is_multi_day,has_engine
True,False,False,False,67,False,False,False,6,2000,1000,24.076,3,11,98.03,15.0,0.85,33.0,False,False,False,False,1,1
True,False,False,False,63,False,False,False,10,2000,1000,24.076,5,6,101.25,8.4,1.99,49.1,False,False,False,False,1,1
False,False,True,False,57,False,False,True,5,500,200,37.04,2,5,46.57,9.1,2.16,20.5,False,False,False,True,1,1
False,False,False,True,30,True,False,False,3,300,100,14.816,1,2,38.4,28.3,2.27,13.8,False,False,False,True,0,1
False,False,True,False,51,False,False,True,5,500,200,37.04,2,4,28.99,13.5,2.14,14.0,False,False,False,True,1,1
False,False,True,False,62,False,False,True,5,500,200,37.04,2,2,14.8,6.0,2.43,17.4,False,False,False,True,1,1
False,False,False,True,24,True,False,False,2,300,100,14.816,1,2,20.39,9.9,1.41,8.9,False,False,False,True,0,1
False,False,True,False,41,False,False,True,3,500,200,37.04,1,10,69.03,13.3,1.45,12.9,False,False,False,True,0,1
False,False,True,False,73,False,False,True,5,500,200,37.04,2,11,27.94,5.2,0.98,18.9,False,False,True,False,1,1
False,False,True,False,37,False,False,True,6,500,200,37.04,2,9,73.48,9.9,1.6,22.6,True,False,False,False,1,1
False,False,True,False,78,False,False,True,3,500,200,37.04,2,8,66.81,15.5,1.45,20.2,False,False,True,False,1,1
True,False,False,False,117,False,False,False,7,2000,1000,24.076,4,5,19.27,29.6,0.54,29.4,False,False,False,True,1,1
False,False,False,False,400,False,False,False,17,10000,30000,18.52,15,2,642.18,21.8,1.06,165.1,False,False,True,False,1,1
True,False,False,False,147,False,False,False,8,2000,1000,24.076,1,3,155.92,23.5,2.09,20.4,False,False,False,True,0,1
False,False,False,False,204,False,False,False,18,10000,30000,18.52,33,4,126.19,11.1,1.61,241.6,False,False,True,False,1,1
True,False,False,False,150,False,False,False,10,2000,1000,24.076,4,5,109.24,10.4,0.58,36.8,False,True,False,False,1,1
False,False,True,False,74,False,False,True,5,500,200,37.04,2,6,41.63,27.8,1.18,19.0,False,False,False,True,1,1
False,False,False,False,496,False,False,False,20,10000,30000,18.52,35,5,677.4,26.5,2.07,393.7,False,False,True,False,1,1
True,False,False,False,91,False,False,False,6,2000,1000,24.076,5,3,126.44,19.3,0.79,56.4,False,True,False,False,1,1
False,False,True,False,70,False,False,True,6,500,200,37.04,1,2,45.61,29.2,1.2,8.7,False,False,False,True,0,1
True,False,False,False,102,False,False,False,10,2000,1000,24.076,3,10,143.28,26.8,2.43,41.5,True,False,False,False,1,1
True,False,False,False,113,False,False,False,9,2000,1000,24.076,5,5,82.61,29.0,1.65,42.1,False,False,True,False,1,1
False,False,False,True,20,True,False,False,3,300,100,14.816,1,9,13.29,10.9,0.97,10.8,False,False,False,False,0,1
True,False,False,False,124,False,False,False,7,2000,1000,24.076,1,11,60.97,19.5,2.39,11.9,False,False,True,False,0,1
False,False,True,False,64,False,False,True,4,500,200,37.04,1,5,73.03,30.0,1.0,13.4,False,False,False,True,0,1
True,False,False,False,144,False,False,False,6,2000,1000,24.076,1,4,91.61,12.4,0.45,16.6,False,False,False,True,0,1
False,False,False,True,25,True,False,False,2,300,100,14.816,1,8,39.41,12.7,1.76,14.2,False,True,False,False,0,1
False,False,True,False,75,False,False,True,6,500,200,37.04,2,1,11.35,28.2,0.52,16.7,False,False,True,False,1,1
False,False,False,True,11,True,False,False,3,300,100,14.816,1,2,24.92,17.2,0.73,12.8,False,False,False,True,0,1
True,False,False,False,82,False,False,False,6,2000,1000,24.076,3,9,81.44,25.0,0.92,27.5,False,False,False,True,1,1
True,False,False,False,69,False,False,False,8,2000,1000,24.076,2,10,65.26,29.9,1.02,24.8,False,False,False,True,1,1
False,False,False,False,401,False,False,False,16,10000,30000,18.52,18,11,738.3,10.4,1.52,194.7,False,False,True,False,1,1
False,False,False,False,417,False,False,False,19,10000,30000,18.52,40,7,792.51,13.0,1.31,386.5,False,False,False,True,1,1
False,False,False,False,279,False,False,False,20,10000,30000,18.52,22,12,531.66,5.6,0.6,228.9,False,False,True,False,1,1
False,False,False,False,371,False,False,False,18,10000,30000,18.52,24,10,210.66,10.4,1.56,261.9,False,False,False,False,1,1
True,False,False,False,111,False,False,False,8,2000,1000,24.076,2,1,139.39,21.0,1.9,24.7,False,False,False,False,1,1
False,False,False,False,495,False,False,False,18,10000,30000,18.52,26,10,212.71,26.3,1.01,243.6,True,False,False,False,1,1
True,False,False,False,123,False,False,False,10,2000,1000,24.076,1,4,64.52,26.0,0.86,12.5,False,False,True,False,0,1
True,False,False,False,73,False,False,False,8,2000,1000,24.076,4,12,114.45,10.6,2.43,37.2,False,False,True,False,1,1
False,False,True,False,71,False,False,True,4,500,200,37.04,2,5,47.41,9.5,1.61,20.1,False,False,False,True,1,1
False,False,False,True,24,True,False,False,4,300,100,14.816,1,3,4.18,14.0,1.29,8.7,False,False,True,False,0,1
False,False,True,False,37,False,False,True,6,500,200,37.04,1,4,62.41,19.4,0.35,10.9,False,False,False,False,0,1
False,True,False,False,0,False,True,False,1,50,30,5.556,1,9,9.65,6.0,0.33,10.8,False,False,False,True,0,0
False,False,True,False,49,False,False,True,5,500,200,37.04,1,1,15.23,24.3,2.01,7.8,True,False,False,False,0,1
False,False,True,False,67,False,False,True,4,500,200,37.04,2,10,44.16,12.0,0.69,21.8,False,False,False,True,1,1
False,False,False,True,28,True,False,False,2,300,100,14.816,1,6,15.55,8.0,1.08,8.3,False,False,True,False,0,1
False,False,True,False,31,False,False,True,4,500,200,37.04,2,2,62.03,13.5,0.58,20.8,False,True,False,False,1,1
False,False,False,False,473,False,False,False,15,10000,30000,18.52,22,7,739.79,18.4,1.59,242.9,False,False,False,True,1,1
False,False,False,True,28,True,False,False,4,300,100,14.816,1,12,36.13,14.3,2.3,11.0,False,False,False,False,0,1
False,False,True,False,49,False,False,True,4,500,200,37.04,1,6,37.54,24.9,1.42,9.4,False,True,False,False,0,1
False,False,False,True,12,True,False,False,3,300,100,14.816,1,12,33.8,13.2,2.47,13.3,False,False,False,True,0,1
False,False,False,True,11,True,False,False,2,300,100,14.816,1,6,27.63,6.3,2.32,12.9,False,True,False,False,0,1
False,False,True,False,53,False,False,True,6,500,200,37.04,2,3,62.58,29.0,1.09,16.0,False,False,False,True,1,1
False,False,False,True,20,True,False,False,2,300,100,14.816,1,12,27.85,29.9,1.82,13.3,True,False,False,False,0,1
False,False,True,False,26,False,False,True,4,500,200,37.04,2,7,28.31,23.4,0.39,14.3,False,True,False,False,1,1
False,False,False,True,29,True,False,False,3,300,100,14.816,1,12,27.83,15.7,1.42,9.9,False,False,False,True,0,1
False,False,True,False,76,False,False,True,6,500,200,37.04,1,1,22.27,6.9,0.46,8.2,False,False,False,False,0,1
False,False,True,False,61,False,False,True,6,500,200,37.04,1,9,72.87,11.9,1.89,11.4,False,False,False,True,0,1
False,False,False,False,416,False,False,False,20,10000,30000,18.52,45,9,117.45,7.0,1.31,374.2,False,False,False,True,1,1
False,False,True,False,77,False,False,True,5,500,200,37.04,2,7,61.32,11.5,0.55,22.6,True,False,False,False,1,1
False,False,False,True,28,True,False,False,2,300,100,14.816,1,5,6.35,23.4,0.35,7.3,False,False,True,False,0,1
True,False,False,False,142,False,False,False,10,2000,1000,24.076,4,4,78.37,29.1,0.94,40.4,False,False,False,False,1,1
True,False,False,False,106,False,False,False,7,2000,1000,24.076,2,2,137.98,10.0,1.09,24.1,False,False,True,False,1,1
False,False,False,True,28,True,False,False,4,300,100,14.816,1,5,19.95,5.7,0.88,9.2,True,False,False,False,0,1
True,False,False,False,62,False,False,False,9,2000,1000,24.076,2,7,97.31,7.7,1.35,25.3,False,False,False,True,1,1
False,False,False,False,406,False,False,False,17,10000,30000,18.52,32,2,676.9,27.7,1.52,351.4,False,False,True,False,1,1
False,True,False,False,0,False,True,False,2,50,30,5.556,1,6,6.45,15.8,0.94,8.3,False,False,False,True,0,0
False,False,False,False,218,False,False,False,17,10000,30000,18.52,15,1,583.46,14.4,0.9,188.9,False,False,False,True,1,1
True,False,False,False,72,False,False,False,9,2000,1000,24.076,3,1,26.86,27.7,0.82,24.8,False,False,False,True,1,1
False,False,True,False,67,False,False,True,3,500,200,37.04,1,2,27.33,13.0,2.15,9.0,False,False,False,True,0,1
False,False,True,False,86,False,False,True,3,500,200,37.04,1,12,87.58,20.7,1.98,12.0,False,False,False,True,0,1
False,False,False,False,272,False,False,False,19,10000,30000,18.52,37,2,558.06,9.7,1.12,294.7,False,False,False,True,1,1
False,False,False,False,223,False,False,False,15,10000,30000,18.52,34,12,653.46,28.9,1.28,282.1,False,False,False,False,1,1
False,False,False,True,22,True,False,False,3,300,100,14.816,1,9,19.37,7.7,0.32,10.3,False,True,False,False,0,1
True,False,False,False,97,False,False,False,8,2000,1000,24.076,4,11,147.88,24.9,1.93,42.1,False,False,False,True,1,1
False,False,False,True,11,True,False,False,4,300,100,14.816,1,2,7.72,28.9,0.97,7.6,False,False,True,False,0,1
False,False,False,True,16,True,False,False,4,300,100,14.816,1,2,3.89,23.3,0.69,8.3,False,False,False,False,0,1
True,False,False,False,70,False,False,False,7,2000,1000,24.076,2,9,145.56,12.0,0.66,31.6,False,False,False,False,1,1
True,False,False,False,124,False,False,False,7,2000,1000,24.076,2,2,61.59,23.5,2.0,23.3,False,False,True,False,1,1
False,False,True,False,52,False,False,True,4,500,200,37.04,2,1,46.68,25.6,1.01,17.1,False,False,False,True,1,1
True,False,False,False,127,False,False,False,7,2000,1000,24.076,3,5,131.08,16.3,0.34,29.0,False,False,False,True,1,1
False,False,True,False,43,False,False,True,4,500,200,37.04,2,7,14.72,8.1,1.08,20.7,False,False,False,True,1,1
False,False,False,False,356,False,False,False,14,10000,30000,18.52,20,6,267.61,14.0,1.78,177.4,False,False,False,False,1,1
False,False,False,False,252,False,False,False,18,10000,30000,18.52,23,4,754.34,18.7,1.65,229.4,False,False,False,True,1,1
False,False,False,True,30,True,False,False,4,300,100,14.816,1,3,17.69,19.4,2.37,11.8,False,False,False,True,0,1
False,False,True,False,69,False,False,True,4,500,200,37.04,1,1,88.62,9.2,1.51,12.4,True,False,False,False,0,1
False,False,True,False,71,False,False,True,3,500,200,37.04,2,9,58.46,7.4,1.71,21.6,False,False,True,False,1,1
False,False,True,False,78,False,False,True,6,500,200,37.04,2,7,81.21,22.3,2.34,22.2,False,False,True,False,1,1
True,False,False,False,142,False,False,False,9,2000,1000,24.076,1,4,66.47,26.5,1.49,11.8,False,False,False,False,0,1
True,False,False,False,66,False,False,False,10,2000,1000,24.076,3,11,108.74,5.2,2.06,27.9,False,True,False,False,1,1
False,False,False,False,335,False,False,False,20,10000,30000,18.52,13,12,468.06,7.5,1.22,149.0,False,False,False,True,1,1
False,False,False,True,10,True,False,False,3,300,100,14.816,1,10,10.74,17.9,1.37,8.3,False,False,True,False,0,1
True,False,False,False,137,False,False,False,10,2000,1000,24.076,2,9,112.97,9.1,0.45,27.0,False,False,False,False,1,1
False,False,True,False,68,False,False,True,4,500,200,37.04,1,10,71.75,25.4,1.08,10.8,False,False,False,True,0,1
False,False,True,False,62,False,False,True,3,500,200,37.04,1,5,39.26,18.3,0.64,10.1,False,False,False,True,0,1
False,False,True,False,26,False,False,True,3,500,200,37.04,1,8,50.55,14.7,2.19,10.2,False,False,False,True,0,1
False,False,True,False,78,False,False,True,5,500,200,37.04,1,6,7.35,24.5,0.87,10.1,True,False,False,False,0,1
False,False,True,False,44,False,False,True,4,500,200,37.04,1,9,51.25,8.8,2.11,11.4,False,False,False,True,0,1
False,False,False,False,235,False,False,False,17,10000,30000,18.52,38,3,274.57,7.5,1.55,263.3,False,False,True,False,1,1
True,False,False,False,104,False,False,False,10,2000,1000,24.076,4,3,93.24,29.1,0.48,35.6,False,False,True,False,1,1
False,False,False,False,330,False,False,False,17,10000,30000,18.52,10,1,531.86,22.1,2.28,120.3,False,False,True,False,1,1
False,False,False,True,23,True,False,False,2,300,100,14.816,1,12,33.86,21.8,0.58,13.0,False,False,False,True,0,1
False,False,False,False,243,False,False,False,19,10000,30000,18.52,12,12,545.24,19.6,1.52,140.4,False,True,False,False,1,1
False,False,True,False,83,False,False,True,4,500,200,37.04,1,4,6.65,5.5,0.33,8.7,False,False,False,True,0,1
False,False,True,False,73,False,False,True,5,500,200,37.04,1,7,74.19,12.2,2.35,12.0,False,False,False,True,0,1
False,False,False,False,279,False,False,False,13,10000,30000,18.52,37,7,180.36,11.1,1.71,358.9,False,True,False,False,1,1
True,False,False,False,107,False,False,False,7,2000,1000,24.076,3,10,70.35,23.1,1.84,24.6,False,False,False,True,1,1
False,False,True,False,43,False,False,True,6,500,200,37.04,1,8,42.89,9.7,1.98,10.2,False,True,False,False,0,1
False,False,False,False,262,False,False,False,16,10000,30000,18.52,45,1,685.54,18.5,1.37,449.3,False,False,False,False,1,1
False,False,False,False,469,False,False,False,20,10000,30000,18.52,15,3,246.43,28.7,1.5,176.2,False,False,False,True,1,1
True,False,False,False,90,False,False,False,8,2000,1000,24.076,3,9,78.67,15.7,1.67,25.8,False,False,False,True,1,1
True,False,False,False,96,False,False,False,9,2000,1000,24.076,2,12,27.83,15.9,1.55,16.0,False,False,True,False,1,1
True,False,False,False,78,False,False,False,7,2000,1000,24.076,2,9,128.82,27.7,2.13,23.9,False,False,True,False,1,1
True,False,False,False,121,False,False,False,8,2000,1000,24.076,5,6,84.38,22.2,1.11,46.5,False,False,True,False,1,1
True,False,False,False,127,False,False,False,10,2000,1000,24.076,5,9,26.31,10.0,2.37,48.7,False,False,False,False,1,1
False,False,True,False,30,False,False,True,3,500,200,37.04,2,11,47.66,26.1,0.91,17.5,False,False,True,False,1,1
False,True,False,False,0,False,True,False,2,50,30,5.556,1,8,1.95,29.7,2.33,6.9,False,False,False,True,0,0
False,False,False,False,214,False,False,False,16,10000,30000,18.52,21,3,319.37,6.9,1.23,198.0,True,False,False,False,1,1
False,False,True,False,58,False,False,True,3,500,200,37.04,1,10,29.61,9.6,1.61,10.9,False,False,True,False,0,1
False,False,False,True,10,True,False,False,4,300,100,14.816,1,12,41.45,5.1,2.48,14.2,False,False,True,False,0,1
False,False,True,False,57,False,False,True,5,500,200,37.04,2,9,50.31,16.6,1.58,16.5,False,False,True,False,1,1
False,False,True,False,76,False,False,True,3,500,200,37.04,1,1,22.7,21.5,1.67,8.8,False,False,False,True,0,1
True,False,False,False,142,False,False,False,9,2000,1000,24.076,2,9,19.38,11.6,1.73,17.9,False,True,False,False,1,1
True,False,False,False,71,False,False,False,6,2000,1000,24.076,1,5,37.88,22.1,2.35,13.0,True,False,False,False,0,1
True,False,False,False,112,False,False,False,9,2000,1000,24.076,4,12,152.61,9.4,0.79,46.5,False,False,False,True,1,1
True,False,False,False,129,False,False,False,8,2000,1000,24.076,2,4,151.13,13.4,0.36,31.0,False,False,False,True,1,1
True,False,False,False,76,False,False,False,6,2000,1000,24.076,4,4,43.65,12.9,0.46,35.8,False,False,True,False,1,1
True,False,False,False,150,False,False,False,9,2000,1000,24.076,2,4,50.37,20.2,0.7,19.1,False,False,True,False,1,1
False,False,True,False,66,False,False,True,5,500,200,37.04,2,2,44.03,16.9,0.38,15.3,False,False,True,False,1,1
False,False,True,False,37,False,False,True,3,500,200,37.04,1,5,58.51,16.6,1.39,9.7,True,False,False,False,0,1
False,False,True,False,30,False,False,True,5,500,200,37.04,2,10,14.78,25.4,0.59,16.4,False,False,False,True,1,1
False,False,True,False,34,False,False,True,3,500,200,37.04,1,6,55.51,27.3,0.4,11.4,False,False,False,True,0,1
True,False,False,False,140,False,False,False,10,2000,1000,24.076,1,1,91.26,19.8,1.62,16.9,False,False,False,True,0,1
False,False,True,False,56,False,False,True,3,500,200,37.04,1,8,15.74,28.6,1.38,7.9,False,False,True,False,0,1
False,True,False,False,0,False,True,False,1,50,30,5.556,1,1,3.41,10.9,2.01,8.2,False,False,False,False,0,0
False,False,False,True,30,True,False,False,3,300,100,14.816,1,2,35.96,18.6,2.01,14.5,False,False,False,True,0,1
False,False,False,True,22,True,False,False,4,300,100,14.816,1,1,47.7,26.0,2.3,15.0,False,False,False,True,0,1
True,False,False,False,91,False,False,False,8,2000,1000,24.076,3,5,45.8,14.6,0.86,24.3,True,False,False,False,1,1
True,False,False,False,82,False,False,False,7,2000,1000,24.076,1,11,62.27,8.6,1.35,11.4,True,False,False,False,0,1
True,False,False,False,134,False,False,False,6,2000,1000,24.076,5,8,70.18,5.5,0.46,46.2,False,True,False,False,1,1
False,False,True,False,78,False,False,True,5,500,200,37.04,1,6,45.92,22.5,0.53,9.9,False,False,True,False,0,1
False,False,False,True,24,True,False,False,2,300,100,14.816,1,9,14.42,10.0,0.97,9.6,False,False,False,True,0,1
False,False,True,False,73,False,False,True,4,500,200,37.04,2,10,15.14,22.0,0.48,15.1,False,True,False,False,1,1
False,False,False,True,24,True,False,False,4,300,100,14.816,1,2,8.19,27.8,1.76,10.8,False,True,False,False,0,1
True,False,False,False,123,False,False,False,6,2000,1000,24.076,3,2,159.87,5.4,0.86,39.6,False,False,False,True,1,1
False,True,False,False,0,False,True,False,1,50,30,5.556,1,1,6.89,25.4,2.08,9.3,False,False,False,False,0,0
False,False,True,False,53,False,False,True,5,500,200,37.04,2,4,63.19,10.2,0.92,19.2,False,False,False,True,1,1
True,False,False,False,103,False,False,False,8,2000,1000,24.076,4,1,23.14,21.8,1.74,26.6,False,False,True,False,1,1
False,False,False,False,397,False,False,False,20,10000,30000,18.52,40,10,757.57,10.5,0.38,410.2,False,False,True,False,1,1
False,False,False,False,290,False,False,False,18,10000,30000,18.52,20,4,520.14,11.7,0.71,252.1,False,False,True,False,1,1
False,False,True,False,56,False,False,True,3,500,200,37.04,1,8,43.93,18.5,2.49,12.3,False,False,True,False,0,1
False,False,True,False,56,False,False,True,4,500,200,37.04,1,2,34.46,10.5,2.03,9.0,False,False,True,False,0,1
False,False,True,False,38,False,False,True,5,500,200,37.04,1,11,90.65,22.9,0.48,13.0,False,False,False,True,0,1
False,False,False,False,461,False,False,False,19,10000,30000,18.52,16,6,658.5,27.7,0.62,217.1,False,False,False,True,1,1
False,False,False,True,20,True,False,False,4,300,100,14.816,1,5,19.24,13.5,1.71,10.7,False,False,False,True,0,1
True,False,False,False,103,False,False,False,7,2000,1000,24.076,1,3,53.03,26.2,1.48,10.9,False,False,False,True,0,1
False,False,True,False,25,False,False,True,6,500,200,37.04,2,7,47.75,24.2,2.22,17.2,False,False,True,False,1,1
False,False,True,False,40,False,False,True,3,500,200,37.04,2,6,25.94,16.6,1.92,19.5,False,False,False,True,1,1
False,False,False,True,25,True,False,False,3,300,100,14.816,1,11,36.42,6.9,1.92,14.6,False,False,True,False,0,1
False,False,True,False,69,False,False,True,4,500,200,37.04,1,6,42.89,25.8,1.79,11.2,True,False,False,False,0,1
False,False,True,False,26,False,False,True,4,500,200,37.04,2,6,95.88,15.0,2.21,21.8,False,False,False,False,1,1
False,True,False,False,0,False,True,False,2,50,30,5.556,1,1,11.31,10.4,1.98,10.9,True,False,False,False,0,0
False,False,True,False,27,False,False,True,5,500,200,37.04,2,4,16.12,20.1,2.04,17.7,False,False,True,False,1,1
False,False,False,True,30,True,False,False,3,300,100,14.816,1,10,17.18,25.2,2.3,9.4,False,True,False,False,0,1
True,False,False,False,138,False,False,False,6,2000,1000,24.076,2,2,144.0,25.4,0.8,29.4,False,False,True,False,1,1
True,False,False,False,77,False,False,False,8,2000,1000,24.076,3,8,155.41,13.5,2.18,32.1,True,False,False,False,1,1
False,False,True,False,43,False,False,True,3,500,200,37.04,2,7,39.5,24.5,0.98,20.4,False,True,False,False,1,1
True,False,False,False,129,False,False,False,8,2000,1000,24.076,3,9,79.34,12.5,0.8,25.8,True,False,False,False,1,1
False,False,False,True,23,True,False,False,2,300,100,14.816,1,4,45.84,26.0,0.93,14.1,False,False,False,True,0,1
False,False,True,False,85,False,False,True,4,500,200,37.04,1,1,59.22,25.6,1.33,9.6,False,False,True,False,0,1
False,False,False,True,29,True,False,False,3,300,100,14.816,1,1,9.3,25.2,1.39,10.5,False,False,False,True,0,1
False,True,False,False,0,False,True,False,2,50,30,5.556,1,4,8.95,16.3,1.85,12.2,False,False,False,True,0,0
False,True,False,False,0,False,True,False,2,50,30,5.556,1,6,1.38,10.4,0.38,9.2,False,False,True,False,0,0
True,False,False,False,75,False,False,False,8,2000,1000,24.076,3,9,125.51,20.3,1.06,40.1,False,False,False,True,1,1
False,False,True,False,48,False,False,True,4,500,200,37.04,2,5,88.64,21.2,1.82,18.8,True,False,False,False,1,1
True,False,False,False,139,False,False,False,10,2000,1000,24.076,1,11,106.79,5.1,0.54,17.4,False,False,False,True,0,1
False,False,True,False,65,False,False,True,4,500,200,37.04,1,2,12.97,22.0,1.45,10.2,False,True,False,False,0,1
False,False,False,False,376,False,False,False,20,10000,30000,18.52,37,2,352.69,23.0,1.26,286.1,False,True,False,False,1,1
False,False,False,True,30,True,False,False,2,300,100,14.816,1,7,34.25,10.3,1.14,12.7,False,False,False,True,0,1
True,False,False,False,103,False,False,False,9,2000,1000,24.076,3,8,97.72,26.6,0.66,28.7,False,False,False,True,1,1
True,False,False,False,143,False,False,False,8,2000,1000,24.076,1,4,147.37,17.4,1.43,21.3,False,True,False,False,0,1
False,False,True,False,53,False,False,True,3,500,200,37.04,2,1,65.06,10.4,1.74,21.8,False,False,True,False,1,1
False,False,True,False,43,False,False,True,3,500,200,37.04,1,6,37.34,11.5,0.87,11.6,False,False,True,False,0,1
False,False,False,True,23,True,False,False,2,300,100,14.816,1,2,29.88,28.1,1.66,13.4,False,False,True,False,0,1
False,False,True,False,36,False,False,True,6,500,200,37.04,2,3,35.18,21.0,1.57,18.1,False,False,True,False,1,1
False,False,True,False,35,False,False,True,6,500,200,37.04,1,7,88.11,16.5,1.42,13.8,False,False,False,True,0,1
False,False,False,True,17,True,False,False,2,300,100,14.816,1,8,28.44,29.4,0.5,11.7,False,False,False,True,0,1
False,False,True,False,62,False,False,True,6,500,200,37.04,2,1,23.14,17.8,2.4,15.2,False,True,False,False,1,1
False,False,True,False,55,False,False,True,4,500,200,37.04,1,4,59.85,14.9,0.64,13.2,False,False,False,True,0,1
False,False,True,False,73,False,False,True,3,500,200,37.04,2,7,89.99,18.8,1.97,17.3,True,False,False,False,1,1
True,False,False,False,131,False,False,False,7,2000,1000,24.076,4,7,105.34,26.9,0.49,43.9,False,True,False,False,1,1
False,False,True,False,83,False,False,True,4,500,200,37.04,1,6,63.55,18.6,2.47,9.6,True,False,False,False,0,1
False,False,False,True,30,True,False,False,2,300,100,14.816,1,6,37.09,22.8,0.76,13.1,False,False,True,False,0,1
False,False,False,True,21,True,False,False,2,300,100,14.816,1,8,13.43,29.6,0.42,11.0,False,False,False,True,0,1
False,True,False,False,0,False,True,False,2,50,30,5.556,1,6,11.17,5.7,0.5,13.4,False,True,False,False,0,0
False,False,True,False,42,False,False,True,5,500,200,37.04,1,5,46.03,15.7,0.95,8.7,False,False,True,False,0,1
True,False,False,False,95,False,False,False,8,2000,1000,24.076,3,10,149.11,12.2,2.16,32.1,False,False,False,True,1,1
False,False,False,False,413,False,False,False,12,10000,30000,18.52,44,1,300.77,17.0,0.69,327.1,False,False,False,True,1,1
False,False,False,True,25,True,False,False,2,300,100,14.816,1,11,44.76,19.2,0.57,15.7,False,False,True,False,0,1
False,False,False,True,22,True,False,False,4,300,100,14.816,1,11,11.73,12.9,2.35,9.1,False,False,False,True,0,1
False,False,True,False,84,False,False,True,3,500,200,37.04,1,12,10.39,26.8,0.69,10.0,False,False,True,False,0,1
False,False,False,False,423,False,False,False,18,10000,30000,18.52,23,9,550.07,14.1,0.92,205.7,False,False,True,False,1,1
False,False,False,True,18,True,False,False,2,300,100,14.816,1,4,24.81,23.5,2.42,10.2,False,True,False,False,0,1
False,False,True,False,30,False,False,True,6,500,200,37.04,1,2,73.03,27.3,1.15,13.8,False,False,False,True,0,1
True,False,False,False,74,False,False,False,6,2000,1000,24.076,3,4,55.2,10.0,1.84,29.8,False,False,True,False,1,1
True,False,False,False,132,False,False,False,10,2000,1000,24.076,3,6,17.29,22.7,0.83,25.8,False,False,True,False,1,1
True,False,False,False,132,False,False,False,9,2000,1000,24.076,2,2,76.01,7.3,2.43,23.8,True,False,False,False,1,1
False,False,False,True,15,True,False,False,3,300,100,14.816,1,11,27.76,15.2,2.04,13.1,False,False,True,False,0,1
True,False,False,False,128,False,False,False,8,2000,1000,24.076,1,11,35.67,14.0,2.15,10.3,False,False,False,False,0,1
False,False,False,True,28,True,False,False,3,300,100,14.816,1,5,42.78,23.9,1.23,13.9,True,False,False,False,0,1
False,False,True,False,70,False,False,True,4,500,200,37.04,2,9,91.33,11.7,1.96,24.9,True,False,False,False,1,1
False,True,False,False,0,False,True,False,2,50,30,5.556,1,6,9.89,7.9,0.89,11.2,False,False,True,False,0,0
False,False,True,False,53,False,False,True,4,500,200,37.04,1,4,40.26,19.1,2.38,9.1,False,False,True,False,0,1
True,False,False,False,115,False,False,False,9,2000,1000,24.076,5,4,93.52,28.2,0.66,38.7,False,False,False,True,1,1
False,False,True,False,87,False,False,True,6,500,200,37.04,2,5,39.95,6.5,2.35,15.2,False,False,False,False,1,1
False,False,True,False,29,False,False,True,6,500,200,37.04,2,1,17.54,20.6,1.27,15.2,False,False,False,True,1,1
False,False,False,True,26,True,False,False,3,300,100,14.816,1,7,4.37,8.0,1.36,9.8,False,True,False,False,0,1
False,False,True,False,70,False,False,True,4,500,200,37.04,2,5,74.95,21.8,2.37,21.5,False,False,False,True,1,1
False,False,False,False,334,False,False,False,17,10000,30000,18.52,44,11,448.78,20.7,2.0,367.3,True,False,False,False,1,1
True,False,False,False,90,False,False,False,8,2000,1000,24.076,2,10,77.82,11.2,1.32,22.2,False,False,True,False,1,1
True,False,False,False,121,False,False,False,10,2000,1000,24.076,3,5,28.62,10.2,1.86,28.0,False,False,False,True,1,1
False,False,False,False,479,False,False,False,19,10000,30000,18.52,18,6,783.7,9.1,1.63,230.8,False,True,False,False,1,1
False,False,False,True,10,True,False,False,4,300,100,14.816,1,4,35.99,27.2,1.51,12.6,False,True,False,False,0,1
False,False,True,False,65,False,False,True,3,500,200,37.04,1,7,55.6,26.2,1.15,10.0,False,False,True,False,0,1
False,False,False,False,433,False,False,False,14,10000,30000,18.52,14,4,493.82,21.6,0.42,148.4,False,False,False,True,1,1
False,True,False,False,0,False,True,False,1,50,30,5.556,1,5,8.48,24.1,1.25,12.3,False,False,False,True,0,0
False,False,False,False,230,False,False,False,14,10000,30000,18.52,19,10,761.86,26.0,0.53,222.2,False,False,False,False,1,1
False,False,True,False,70,False,False,True,6,500,200,37.04,2,12,24.44,12.1,1.83,20.6,False,False,False,True,1,1
True,False,False,False,125,False,False,False,10,2000,1000,24.076,3,12,67.0,24.1,2.36,31.2,False,False,True,False,1,1
True,False,False,False,120,False,False,False,6,2000,1000,24.076,3,1,41.27,9.4,0.49,22.4,True,False,False,False,1,1
False,False,False,True,10,True,False,False,3,300,100,14.816,1,8,18.84,21.7,0.51,12.1,False,False,True,False,0,1
True,False,False,False,136,False,False,False,7,2000,1000,24.076,3,10,36.05,29.3,1.21,29.3,False,False,False,True,1,1
False,False,False,True,29,True,False,False,4,300,100,14.816,1,9,36.96,5.2,2.15,12.1,True,False,False,False,0,1
False,False,True,False,32,False,False,True,6,500,200,37.04,1,2,37.13,12.5,1.66,8.5,False,True,False,False,0,1
