boat_type,engine_hp,fuel_type,crew_size,ice_capacity_kg,water_capacity_L,avg_speed_kmh,trip_days,trip_month,distance_km,wind_kph,wave_height_m,weather_factor,region,is_multi_day,has_engine,is_deep_sea,fuel_cost_lkr,ice_cost_lkr,water_cost_lkr,total_base_cost_lkr
MDBT,120,Diesel,6,800,500,15,2,11,468.663616136178,26.433483223926242,2.45161182916274,1.3504219297399338,West,True,True,True,443025.5374310592,9600.0,2500.0,455125.5374310592
OBFR,40,Diesel,5,150,50,10,6,11,76.11016276593502,5.3927296544248495,0.7333619519577101,0.9966277749185595,East,True,True,False,26548.725758136123,1800.0,250.0,28598.725758136123
OBFR,40,Diesel,2,150,50,10,3,10,471.1070463832772,35.697242660003155,1.328498259891349,1.283005410464491,North,True,True,True,211551.51129619166,1800.0,250.0,213601.51129619166
MDBT,120,Diesel,3,800,500,15,3,7,91.13076414671397,19.002802450383818,1.8835608483690116,1.0385683888841641,West,True,True,False,66251.87162834483,9600.0,2500.0,78351.87162834483
OBFR,40,Diesel,4,150,50,10,7,2,128.64682786543514,7.146220855208357,1.2902057723613385,1.2577920750028522,West,True,True,True,56633.83619719015,1800.0,250.0,58683.83619719015
IMUL,75,Diesel,4,200,100,12,3,8,184.8134253717896,10.246137555699297,1.4636526352269181,1.138600566103276,North,True,True,True,115078.17931739349,2400.0,500.0,117978.17931739349
IMUL,75,Diesel,2,200,100,12,7,11,74.89259090519977,36.34269880703687,1.7812052764426853,1.3402732946026923,South,True,True,False,54893.42006850828,2400.0,500.0,57793.42006850828
NMTR,0,None,3,100,30,8,3,5,271.78566299962466,31.018562225318952,1.2493913610573302,1.2269346165743045,North,True,False,True,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,6,200,100,12,2,3,174.049161636191,18.955707786778333,1.786284721277771,1.3307192069480027,South,True,True,True,126662.02628104202,2400.0,500.0,129562.02628104202
NMTR,0,None,4,100,30,8,5,9,414.9615273167778,9.121412404646978,1.24759141813618,1.1609426621471637,South,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,2,100,30,8,1,10,237.02073528217818,10.403566967571034,1.9498328680137291,1.2008036525579742,East,False,False,True,0.0,960.0,105.0,1065.0
OBFR,40,Diesel,2,150,50,10,7,10,497.4749053341306,24.75668475171809,2.945257493564394,1.2578406319122444,North,True,True,True,219010.45225008836,1800.0,250.0,221060.45225008836
TKBO,85,Diesel,6,300,150,13,7,5,419.32652316483046,38.19641707175855,1.01166331898413,1.404113629461663,East,True,True,True,336851.2897985131,3600.0,750.0,341201.2897985131
IMUL,75,Diesel,5,200,100,12,3,8,217.03992757037045,27.898881258296758,1.0936290160711026,1.2148308198791509,East,True,True,True,144192.7775076385,2400.0,500.0,147092.7775076385
TKBO,85,Diesel,4,300,150,13,1,10,390.1088110772604,16.153778573628593,1.6971898269915016,0.8268575782612521,West,False,True,True,184544.07109375315,2880.0,525.0,187949.07109375315
OBFR,40,Diesel,5,150,50,10,5,10,466.93285721748725,37.020424378420955,2.049533921851029,1.087895775153251,West,True,True,True,177790.9989264992,1800.0,250.0,179840.9989264992
TKBO,85,Diesel,4,300,150,13,3,4,321.16893500199404,14.31275496018185,2.740259497430974,0.9107918534613025,North,True,True,True,167354.07644506922,3600.0,750.0,171704.07644506922
NMTR,0,None,5,100,30,8,2,6,458.6389431461181,26.231125221534974,1.9682398667517753,0.9831722577789165,East,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,4,100,30,8,2,1,331.7358870163271,20.90680088186479,2.7438577481964113,1.1613698032877138,North,True,False,True,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,5,150,50,10,1,6,310.18898177062016,6.265052232884724,1.3170058767373636,0.9060639981600108,West,False,True,True,98367.87415289479,1440.0,175.0,99982.87415289479
IMUL,75,Diesel,5,200,100,12,7,7,429.2622611018268,20.72285385594003,0.9617599053668473,1.3251039937499156,South,True,True,True,311071.8715519569,2400.0,500.0,313971.8715519569
NMTR,0,None,6,100,30,8,2,9,61.94276609251812,16.04821708472927,2.3381781852984025,1.3491188587541902,South,True,False,False,0.0,1200.0,150.0,1350.0
NMTR,0,None,4,100,30,8,3,1,93.66315785706684,39.51746840912552,0.5636644853566376,1.4229852055508232,East,True,False,False,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,2,200,100,12,1,3,339.5429244529863,10.306226003989593,1.6108253731232953,1.0913489867234902,North,False,True,True,202649.9051450219,1920.0,350.0,204919.9051450219
OBFR,40,Diesel,5,150,50,10,4,1,272.76575415757395,20.6492581743855,0.7504383873665237,1.3476975887377078,South,True,True,True,128662.01220893468,1800.0,250.0,130712.01220893468
NMTR,0,None,6,100,30,8,1,9,229.00954514749827,32.601872292029626,1.8731293658526416,0.8685864167341196,West,False,False,True,0.0,960.0,105.0,1065.0
IMUL,75,Diesel,6,200,100,12,4,11,369.1702398319507,33.57243261504273,1.7313650679670385,0.8442513281020252,West,True,True,True,170445.87944664632,2400.0,500.0,173345.87944664632
TKBO,85,Diesel,4,300,150,13,1,2,166.5260071817948,6.083206054072573,2.1239190283496696,1.0854735235938902,West,False,True,True,103415.33193505608,2880.0,525.0,106820.33193505608
TKBO,85,Diesel,6,300,150,13,4,7,79.7213885415811,14.244400670345136,0.5273013461747723,0.9527544105871325,West,True,True,False,43454.96943068992,3600.0,750.0,47804.96943068992
OBFR,40,Diesel,6,150,50,10,7,6,199.30505287600826,21.44599684342888,2.89010018418873,0.9141829155115441,North,True,True,True,63770.44601003009,1800.0,250.0,65820.4460100301
NMTR,0,None,5,100,30,8,5,11,51.277795551059725,20.171757145037127,1.2994172334291594,0.9820134427637215,West,True,False,False,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,2,150,50,10,7,11,378.59602909679944,38.35843786605746,1.0443929026279604,0.9131258106662683,East,True,True,True,120997.03209441577,1800.0,250.0,123047.03209441577
OBFR,40,Diesel,3,150,50,10,1,8,255.9627221723264,18.44224591141114,2.4949159086692885,1.006527063581753,West,False,True,True,90171.6924970763,1440.0,175.0,91786.6924970763
IMUL,75,Diesel,3,200,100,12,2,5,111.60518409178165,34.38633087578725,1.4253672470175045,1.121252969753043,East,True,True,True,68434.6491186888,2400.0,500.0,71334.6491186888
OBFR,40,Diesel,3,150,50,10,5,12,107.83544254320876,15.23871829693853,0.5612077556960933,1.0948514055312506,North,True,True,True,41322.32504208078,1800.0,250.0,43372.32504208078
OBFR,40,Diesel,2,150,50,10,3,3,368.99938411219995,26.449725299943264,2.027131415897641,1.245530983844653,West,True,True,True,160860.0580759688,1800.0,250.0,162910.0580759688
OBFR,40,Diesel,5,150,50,10,4,5,421.19329522575254,20.965683920738492,1.3892076840553451,0.9188305977916156,East,True,True,True,135451.8505333345,1800.0,250.0,137501.8505333345
TKBO,85,Diesel,2,300,150,13,3,3,310.8601201658463,37.50607372889944,0.8228027900639568,1.2586365451201753,North,True,True,True,223845.81255615776,3600.0,750.0,228195.81255615776
TKBO,85,Diesel,4,300,150,13,3,10,76.58969656080835,17.602342157536196,0.776145187080189,1.207437900700308,North,True,True,False,52907.687448308025,3600.0,750.0,57257.687448308025
OBFR,40,Diesel,5,150,50,10,3,9,299.63054753604234,12.26654739725041,1.7871475195333668,0.8289249568294383,East,True,True,True,86929.93353838321,1800.0,250.0,88979.93353838321
IMUL,75,Diesel,4,200,100,12,5,9,392.9544629468518,38.01827495096556,2.839493776007882,1.4758286688324076,West,True,True,True,317151.1120108001,2400.0,500.0,320051.1120108001
TKBO,85,Diesel,5,300,150,13,1,12,319.52817035917786,30.162646759485416,2.8621113601250734,0.8702277725326624,North,False,True,True,159083.71281932414,2880.0,525.0,162488.71281932414
MDBT,120,Diesel,4,800,500,15,5,12,240.0573351192305,19.88260964880976,2.773913068954468,1.308502626132139,South,True,True,True,219880.95739805722,9600.0,2500.0,231980.95739805722
TKBO,85,Diesel,4,300,150,13,5,3,425.13872719216323,26.2623093593169,2.7269494445176448,0.8298245998556029,East,True,True,True,201836.91503301685,3600.0,750.0,206186.91503301685
NMTR,0,None,5,100,30,8,3,12,334.9755747679194,14.250611354692738,2.626732780567204,1.2315080847646225,South,True,False,True,0.0,1200.0,150.0,1350.0
MDBT,120,Diesel,2,800,500,15,7,10,373.47381420772695,38.38447383486265,2.5113250851825297,1.4003925355152298,South,True,True,True,366106.95913883176,9600.0,2500.0,378206.95913883176
OBFR,40,Diesel,5,150,50,10,6,9,276.1118901068501,34.9171301909324,0.8335526586880361,1.2142354167714693,North,True,True,True,117342.69258580725,1800.0,250.0,119392.69258580725
TKBO,85,Diesel,2,300,150,13,3,9,455.86530194358505,21.485564385018474,0.9496884180030183,1.0881640245665256,South,True,True,True,283801.39602479205,3600.0,750.0,288151.39602479205
IMUL,75,Diesel,4,200,100,12,3,5,101.68532431408728,32.60896665304368,0.9586084989016448,0.9433613471555125,North,True,True,True,52459.533727826405,2400.0,500.0,55359.533727826405
NMTR,0,None,6,100,30,8,3,2,315.1928327666652,34.47383948667989,1.8394209861597697,0.9589353934559295,East,True,False,True,0.0,1200.0,150.0,1350.0
TKBO,85,Diesel,6,300,150,13,2,12,56.14939126080767,31.469657931323155,1.962246477219305,0.8506150617180048,East,True,True,False,27325.099190462006,3600.0,750.0,31675.099190462006
MDBT,120,Diesel,3,800,500,15,7,4,448.0601056369843,16.483284885244224,1.8687028040468925,1.4039108769858522,East,True,True,True,440325.51909303456,9600.0,2500.0,452425.51909303456
MDBT,120,Diesel,6,800,500,15,5,8,187.8625783684511,19.125518789375665,1.639867954773763,1.1926614018922672,East,True,True,True,156839.51225600895,9600.0,2500.0,168939.51225600895
TKBO,85,Diesel,4,300,150,13,5,7,428.1529582059395,5.2406362085540845,1.010088167478723,1.0319858431976137,North,True,True,True,252787.91922794897,3600.0,750.0,257137.91922794897
MDBT,120,Diesel,2,800,500,15,5,9,474.8948015101716,15.406792780605024,1.5945249261677323,0.8003469652865751,South,True,True,True,266056.4292533254,9600.0,2500.0,278156.4292533254
NMTR,0,None,5,100,30,8,5,3,145.3947252104715,36.33022087202305,2.5716135717550834,0.8283347163244555,South,True,False,True,0.0,1200.0,150.0,1350.0
MDBT,120,Diesel,3,800,500,15,1,4,421.74333815389326,34.46802307826094,0.6209538555800174,0.8331582930410547,North,False,True,True,245965.2718024138,7680.0,1750.0,255395.2718024138
MDBT,120,Diesel,3,800,500,15,2,9,308.66120412747034,16.51374770562292,2.720239561862818,1.4553347496501057,South,True,True,True,314443.7633648865,9600.0,2500.0,326543.7633648865
MDBT,120,Diesel,2,800,500,15,6,4,473.10011997952256,34.330289650482925,2.2341737086557387,1.4320331194726017,East,True,True,True,474246.52844599646,9600.0,2500.0,486346.52844599646
MDBT,120,Diesel,5,800,500,15,3,1,482.79069847046696,29.935778511020978,0.5308337481365049,1.2502972309551366,West,True,True,True,422542.3113999648,9600.0,2500.0,434642.3113999648
OBFR,40,Diesel,2,150,50,10,4,1,321.0061635213843,22.715967877369263,0.5710620019004754,0.853244559320905,North,True,True,True,95863.86688658428,1800.0,250.0,97913.86688658428
MDBT,120,Diesel,5,800,500,15,6,6,261.31329925997943,6.699929786642889,0.6843993652105382,1.0241959944082273,West,True,True,True,187345.22407136852,9600.0,2500.0,199445.22407136852
MDBT,120,Diesel,3,800,500,15,7,8,381.4015906576565,34.30175614795726,2.340869470624404,1.0780352883742874,East,True,True,True,287815.0616397271,9600.0,2500.0,299915.0616397271
TKBO,85,Diesel,3,300,150,13,6,11,415.32442036963073,38.59402585301973,1.2169876752243323,1.451485811906351,South,True,True,True,344892.6101781972,3600.0,750.0,349242.6101781972
IMUL,75,Diesel,6,200,100,12,5,7,285.02238079010687,21.806930776279852,2.3665376587459512,1.1810240374407015,West,True,True,True,184088.1234728009,2400.0,500.0,186988.1234728009
NMTR,0,None,5,100,30,8,4,10,434.115714110809,22.581121657968044,1.3028618755199086,0.9593405839134104,North,True,False,True,0.0,1200.0,150.0,1350.0
TKBO,85,Diesel,3,300,150,13,7,12,307.3971267394172,32.60665898896613,1.2423151204779443,0.9679369028660946,East,True,True,True,170227.79670155988,3600.0,750.0,174577.79670155988
MDBT,120,Diesel,6,800,500,15,5,7,357.7697958591987,11.449003526048925,0.6199897900705673,1.1782630648016506,West,True,True,True,295082.85531376424,9600.0,2500.0,307182.85531376424
NMTR,0,None,4,100,30,8,6,8,334.9404700721749,20.730885405228392,2.28231588219667,1.000268830226,South,True,False,True,0.0,1200.0,150.0,1350.0
MDBT,120,Diesel,3,800,500,15,2,1,245.63617280211295,8.326682117507115,0.5192062148923433,1.3936705961326492,South,True,True,True,239635.1379666042,9600.0,2500.0,251735.1379666042
OBFR,40,Diesel,5,150,50,10,6,9,162.4064432463104,7.125820639592937,0.9063388279806603,1.1250694557317984,North,True,True,True,63951.48504866228,1800.0,250.0,66001.48504866229
TKBO,85,Diesel,4,300,150,13,3,4,390.57666760554895,36.7230238735656,1.5160849841273756,1.3596170626154982,South,True,True,True,303813.1225133882,3600.0,750.0,308163.1225133882
NMTR,0,None,4,100,30,8,6,9,147.7648395208297,26.272254144768834,2.199407368454449,0.827448771978585,North,True,False,True,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,3,200,100,12,2,4,49.830862899034685,8.481262068271448,1.264802880337243,0.9651385779959026,South,True,True,False,26301.235711779835,2400.0,500.0,29201.235711779835
NMTR,0,None,3,100,30,8,2,5,454.52516271598273,23.324707461381255,0.9744481258485289,1.422919212811889,East,True,False,True,0.0,1200.0,150.0,1350.0
TKBO,85,Diesel,3,300,150,13,3,11,273.35611800070023,38.308460756742406,1.1291882764494043,1.0328509382313078,East,True,True,True,161528.83957137822,3600.0,750.0,165878.83957137822
IMUL,75,Diesel,3,200,100,12,4,4,344.5127882295325,10.158340637405601,2.4698451112593642,1.2052444447379411,South,True,True,True,227074.5991471687,2400.0,500.0,229974.5991471687
NMTR,0,None,6,100,30,8,6,7,146.60318019402004,23.154457865794818,1.480958002760052,1.2559053208817297,South,True,False,True,0.0,1200.0,150.0,1350.0
MDBT,120,Diesel,3,800,500,15,6,6,26.017039602761507,11.654120041332728,0.7369171162136039,1.1438617087855905,North,True,True,False,20831.92676429001,9600.0,2500.0,32931.92676429001
MDBT,120,Diesel,5,800,500,15,1,4,324.65411886118153,23.50105751036819,2.407687615195337,1.3067814743334847,West,False,True,True,296976.3916656972,7680.0,1750.0,306406.3916656972
IMUL,75,Diesel,5,200,100,12,2,4,331.6979641289449,35.323405831326966,0.9465516154295044,0.898952061338946,North,True,True,True,163067.49845074432,2400.0,500.0,165967.49845074432
NMTR,0,None,4,100,30,8,1,12,354.88064701951544,27.818853943423235,2.837027921184079,0.9609034109848342,East,False,False,True,0.0,960.0,105.0,1065.0
IMUL,75,Diesel,6,200,100,12,3,9,191.8410726869966,28.253484792848578,1.4930530256235408,1.1888101446591937,West,True,True,True,124721.74168814243,2400.0,500.0,127621.74168814243
NMTR,0,None,2,100,30,8,4,4,273.9779537605193,11.366401218409363,2.1869162383632443,1.0895834789274477,North,True,False,True,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,4,200,100,12,6,9,91.79095863948217,15.700396839323565,0.5366411627099672,1.1571546896312854,West,True,True,False,58087.05998343727,2400.0,500.0,60987.05998343727
OBFR,40,Diesel,5,150,50,10,4,7,213.04112958995663,38.187279881996716,1.1029162541345388,1.2637024589396373,North,True,True,True,94227.20976133714,1800.0,250.0,96277.20976133714
OBFR,40,Diesel,4,150,50,10,2,5,77.77589493994444,35.80096929858362,0.6366750978709547,1.1445089303633633,East,True,True,False,31155.322214019194,1800.0,250.0,33205.322214019194
TKBO,85,Diesel,5,300,150,13,6,3,410.988341533554,30.97797649526377,0.5236435393372308,1.0709113989171741,South,True,True,True,251806.34554168925,3600.0,750.0,256156.34554168925
MDBT,120,Diesel,5,800,500,15,4,2,159.6953096327603,19.995321507074493,1.7285392984459234,1.0774137557657064,West,True,True,True,120440.54633071978,9600.0,2500.0,132540.54633071978
NMTR,0,None,3,100,30,8,3,10,279.95363465855525,26.965433917813026,2.3922968923274617,1.076599651010053,East,True,False,True,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,4,150,50,10,5,11,489.11126713011913,32.62092828930615,1.511686290975444,1.4021347097115378,South,True,True,True,240029.95959394617,1800.0,250.0,242079.95959394617
MDBT,120,Diesel,3,800,500,15,6,11,63.66761826854759,9.213925811490459,1.9323970032512636,1.2281871979774557,North,True,True,False,54737.02757820201,9600.0,2500.0,66837.02757820202
TKBO,85,Diesel,5,300,150,13,5,7,361.60757290743857,14.34373892603011,1.5634352695721243,1.411361730082203,East,True,True,True,291984.2869010904,3600.0,750.0,296334.2869010904
TKBO,85,Diesel,5,300,150,13,7,10,111.05219795297158,17.7469183330262,1.8160766501144754,1.3606960404230695,South,True,True,True,86451.37518342113,3600.0,750.0,90801.37518342113
TKBO,85,Diesel,5,300,150,13,5,10,82.39325501125418,19.443699738749032,1.664314643550139,1.4918580486242152,North,True,True,False,70323.87421281516,3600.0,750.0,74673.87421281516
IMUL,75,Diesel,2,200,100,12,7,10,224.60953893287106,7.302275353630909,1.982107769219307,1.1813391030381615,North,True,True,True,145107.82959354768,2400.0,500.0,148007.82959354768
OBFR,40,Diesel,5,150,50,10,4,3,358.7358150042476,21.801038304781414,1.6936924909924058,1.3412099033823037,North,True,True,True,168399.00972356662,1800.0,250.0,170449.00972356662
MDBT,120,Diesel,3,800,500,15,4,12,362.9042319589567,20.633990603879298,2.1828770803995687,1.4038639430537954,South,True,True,True,356627.71622016706,9600.0,2500.0,368727.71622016706
OBFR,40,Diesel,4,150,50,10,7,12,438.88573916388236,23.888162182491737,2.8857904493914552,0.8909222939992159,West,True,True,True,136854.58133879965,1800.0,250.0,138904.58133879965
NMTR,0,None,2,100,30,8,2,9,200.97436918570247,26.6579089651054,2.1111927215662516,0.9983092901688522,East,True,False,True,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,2,150,50,10,2,4,385.32270484054874,9.757864754307839,2.9518050130748352,0.8731537688557572,East,True,True,True,117756.09018502691,1800.0,250.0,119806.09018502691
OBFR,40,Diesel,5,150,50,10,1,6,251.6838620542383,34.870932530155144,1.3543128457271751,1.212131187998166,West,False,True,True,106775.85054911964,1440.0,175.0,108390.85054911964
NMTR,0,None,4,100,30,8,6,1,305.21873165759223,11.389801214745372,1.4482641647834114,1.0526118569046063,East,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,2,100,30,8,4,11,421.12309600749643,12.83379801733867,2.643616142342589,0.8487823134880379,East,True,False,True,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,3,200,100,12,4,7,366.63938946432455,36.46887644817754,1.3529654821850408,1.344405026764451,East,True,True,True,269561.1615187352,2400.0,500.0,272461.1615187352
NMTR,0,None,4,100,30,8,4,3,114.37278089995172,8.980858961759548,1.1672144618887579,0.9343129896306275,South,True,False,True,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,6,150,50,10,5,6,317.9895656143024,25.993785813100523,0.9057252113320018,1.241721204566085,West,True,True,True,138199.0352589132,1800.0,250.0,140249.0352589132
OBFR,40,Diesel,5,150,50,10,5,1,474.39546073812136,25.844372317598065,2.6780056308965348,1.3861856908593901,East,True,True,True,230160.06981934104,1800.0,250.0,232210.06981934104
NMTR,0,None,5,100,30,8,1,7,456.14825711992427,36.054340576018454,2.5839322163377765,0.836351965967611,South,False,False,True,0.0,960.0,105.0,1065.0
MDBT,120,Diesel,5,800,500,15,1,8,92.89217692652345,12.404300729421994,0.796708788408741,1.1404992717723246,North,False,True,False,74160.42209663214,7680.0,1750.0,83590.42209663214
IMUL,75,Diesel,2,200,100,12,3,8,157.2163352054707,14.572643085713475,1.7303094407204678,1.4915224704804233,West,True,True,True,128237.64662490578,2400.0,500.0,131137.64662490578
TKBO,85,Diesel,2,300,150,13,4,12,70.59195222719218,13.372396674588366,2.2659681951285453,1.0735861560223403,West,True,True,False,43358.646989840236,3600.0,750.0,47708.646989840236
MDBT,120,Diesel,6,800,500,15,2,2,133.17676098299341,34.595504309399715,1.6657509998560125,1.0597712142240447,South,True,True,True,98795.82838536061,9600.0,2500.0,110895.82838536061
TKBO,85,Diesel,3,300,150,13,7,11,114.41804889889396,20.150043082150543,2.3827466685931578,1.3232902804001072,North,True,True,True,86623.01321740296,3600.0,750.0,90973.01321740296
MDBT,120,Diesel,3,800,500,15,1,7,471.3005602521825,36.320502082265676,2.4535915358075595,1.0888878446722057,South,False,True,True,359235.4158720614,7680.0,1750.0,368665.4158720614
IMUL,75,Diesel,3,200,100,12,6,12,113.79945185240027,23.59489895605077,0.9779563590837834,1.3151139366530515,East,True,True,True,81844.8996720302,2400.0,500.0,84744.8996720302
NMTR,0,None,4,100,30,8,2,7,94.36210333443123,14.900743218133512,0.5564362798727902,1.459166273057484,South,True,False,False,0.0,1200.0,150.0,1350.0
TKBO,85,Diesel,6,300,150,13,3,7,448.34159465682535,36.14059409525764,1.7882987553742482,0.9584936295026351,East,True,True,True,245856.610173244,3600.0,750.0,250206.610173244
IMUL,75,Diesel,4,200,100,12,4,2,454.2729362571556,34.41948066121037,1.6283143930413044,1.1083359099660306,West,True,True,True,275344.45759817236,2400.0,500.0,278244.45759817236
TKBO,85,Diesel,5,300,150,13,3,9,406.2397778523622,16.678924176227845,1.90902522713922,0.8929758894704868,North,True,True,True,207541.90821612848,3600.0,750.0,211891.90821612848
NMTR,0,None,2,100,30,8,3,7,88.84940199625294,20.777619154799844,1.7501018044591994,1.339864841166443,South,True,False,False,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,6,150,50,10,3,11,334.1891921747806,21.81589217426615,1.6518385580855717,0.8056073623183936,South,True,True,True,94228.8457681339,1800.0,250.0,96278.8457681339
MDBT,120,Diesel,2,800,500,15,2,6,235.67178772594903,14.27352357538818,2.897095918832237,1.052542869332911,South,True,True,True,173638.26177172098,9600.0,2500.0,185738.26177172098
IMUL,75,Diesel,4,200,100,12,1,1,271.3293068518973,30.353934597858387,2.3215900407339367,1.1528980826123483,North,False,True,True,171070.72370176789,1920.0,350.0,173340.72370176789
TKBO,85,Diesel,6,300,150,13,2,8,184.24874330932383,5.797813157246613,2.2488405641764286,1.3214378712514945,West,True,True,True,139294.80187304266,3600.0,750.0,143644.80187304266
TKBO,85,Diesel,5,300,150,13,1,7,145.95655134525776,33.24780739105857,1.9792408882503205,1.2504524388737377,West,False,True,True,104417.76608804819,2880.0,525.0,107822.76608804819
MDBT,120,Diesel,6,800,500,15,2,5,308.837013628783,10.478634124807602,1.9137798373571466,1.4301481770737814,North,True,True,True,309177.8844378802,9600.0,2500.0,321277.8844378802
MDBT,120,Diesel,6,800,500,15,6,8,351.60561576531074,11.824866974110224,1.001200526794101,0.9032161351751044,East,True,True,True,222303.1057641847,9600.0,2500.0,234403.1057641847
NMTR,0,None,4,100,30,8,5,11,352.8049326110181,37.53009385723713,2.12291019084365,0.8409628790595917,South,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,4,100,30,8,1,7,139.33330416177697,29.35249042413918,1.7369611996409566,0.9276217174806263,East,False,False,True,0.0,960.0,105.0,1065.0
NMTR,0,None,4,100,30,8,2,5,268.3595745228075,33.87618123401474,1.3371768305675773,1.042862627328635,South,True,False,True,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,5,150,50,10,3,1,443.55556922726373,13.581701071819406,1.9876013114772184,0.9535596638714438,South,True,True,True,148034.84482522978,1800.0,250.0,150084.84482522978
OBFR,40,Diesel,5,150,50,10,5,2,220.06161372174145,12.712017392575913,2.0704668812002884,1.4142184944602567,South,True,True,True,108925.32141611952,1800.0,250.0,110975.32141611952
NMTR,0,None,6,100,30,8,4,8,291.24319022399186,9.19455678215845,1.3707474425967556,1.247089981393692,North,True,False,True,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,6,200,100,12,1,4,145.86418674848878,10.433821852063414,2.3660355793633263,1.4740558600557514,North,False,True,True,117584.66521422924,1920.0,350.0,119854.66521422924
MDBT,120,Diesel,5,800,500,15,7,6,476.2150287747813,31.420234648015146,2.1473122970964873,0.9836629391085933,West,True,True,True,327904.55239659926,9600.0,2500.0,340004.55239659926
NMTR,0,None,3,100,30,8,1,12,100.77653934146967,7.430433621002971,2.0872328864195797,1.2623755707543132,South,False,False,True,0.0,960.0,105.0,1065.0
TKBO,85,Diesel,3,300,150,13,5,1,377.9878726250077,25.56436104250553,1.2098622205587313,1.1020094542142747,South,True,True,True,238312.4946928887,3600.0,750.0,242662.4946928887
TKBO,85,Diesel,2,300,150,13,3,4,148.42963428394881,27.354254522495932,1.9200028783587042,1.2492779153639104,West,True,True,True,106087.2780167357,3600.0,750.0,110437.2780167357
OBFR,40,Diesel,4,150,50,10,3,10,231.5475417563985,19.2988995705002,2.4161216243539796,1.473409215065971,East,True,True,True,119407.49861241257,1800.0,250.0,121457.49861241257
MDBT,120,Diesel,3,800,500,15,1,3,193.0647281044802,21.740602447545026,1.595241170146557,0.9909536937638026,East,False,True,True,133922.74381544723,7680.0,1750.0,143352.74381544723
MDBT,120,Diesel,4,800,500,15,5,11,129.29520435753489,8.542820524314454,0.5262790322722128,1.0758952788745422,East,True,True,True,97375.66996457364,9600.0,2500.0,109475.66996457364
MDBT,120,Diesel,2,800,500,15,7,2,268.4423910198003,34.3291334921461,1.3378193252412371,1.2096090205171914,West,True,True,True,227297.2363667275,9600.0,2500.0,239397.2363667275
NMTR,0,None,2,100,30,8,3,2,45.968851561572365,11.456784175471379,2.22317453144527,1.3879727796219563,East,True,False,False,0.0,1200.0,150.0,1350.0
TKBO,85,Diesel,6,300,150,13,5,12,61.42714351592359,10.026952169255473,0.654672230267169,1.3721799286702527,East,True,True,False,48223.08709405573,3600.0,750.0,52573.08709405573
NMTR,0,None,4,100,30,8,1,8,91.18419557824507,10.50481018860734,0.7770476919271059,1.209490486437792,East,False,False,False,0.0,960.0,105.0,1065.0
IMUL,75,Diesel,4,200,100,12,6,9,22.30552563899675,22.096991043276752,1.582207923192605,1.4308434153626175,West,True,True,False,17453.906359947174,2400.0,500.0,20353.906359947174
IMUL,75,Diesel,4,200,100,12,6,8,29.72134562294496,23.333778727824996,2.8877282445024886,0.8636665388437722,South,True,True,False,14037.915775596766,2400.0,500.0,16937.915775596768
TKBO,85,Diesel,5,300,150,13,7,3,218.89322272940757,33.71029214195606,2.2983307322215403,0.8387518368506591,South,True,True,True,105038.72126911381,3600.0,750.0,109388.72126911381
TKBO,85,Diesel,3,300,150,13,5,9,116.24316617907247,31.87047243051702,1.120692847752486,0.9363136815505422,West,True,True,True,62269.076724740575,3600.0,750.0,66619.07672474057
OBFR,40,Diesel,3,150,50,10,7,4,328.55858542908993,7.3855242895217526,1.819722447381006,1.2223939264478236,North,True,True,True,140569.80675878277,1800.0,250.0,142619.80675878277
IMUL,75,Diesel,4,200,100,12,6,9,265.54384050025556,19.510386769225462,1.0269231611238079,1.3915879748980253,West,True,True,True,202085.41458896594,2400.0,500.0,204985.41458896594
NMTR,0,None,3,100,30,8,4,10,161.53932439661855,11.108506581982667,2.684366758360507,1.4776053252409054,West,True,False,True,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,4,150,50,10,6,10,336.59905892662255,5.383006397721305,2.3266347476790594,0.9423365218064895,South,True,True,True,111016.35525128788,1800.0,250.0,113066.35525128788
IMUL,75,Diesel,4,200,100,12,4,11,413.72055080910906,20.614234494141467,1.957171115046466,1.4887238699886096,West,True,True,True,336828.87628597603,2400.0,500.0,339728.87628597603
TKBO,85,Diesel,4,300,150,13,6,2,205.03821583162747,28.188944072533314,1.6944099445282421,1.3220478396062991,North,True,True,True,155083.50626420695,3600.0,750.0,159433.50626420695
